Customer ID,Preferred Payment Method,Total Spent,Accessory Spent
1178,Credit Card,247.03,45.32
1180,Paypal,7603.47,0.0
1181,Paypal,3955.95,35.87
1182,Debit Card,11867.849999999999,54.769999999999996
1183,Credit Card,710.99,133.13
1184,Debit Card,1391.88,90.9
1185,Cash,2534.49,0.0
1186,Credit Card,247.03,125.76
1187,Debit Card,2534.49,0.0
1188,Credit Card,4349.81,162.20999999999998
1189,Credit Card,494.06,0.0
1190,Cash,8981.91,84.43
1192,Paypal,6162.81,195.45
1193,Credit Card,2470.3,132.76
1194,Cash,494.06,0.0
1195,Credit Card,3247.72,0.0
1196,Paypal,4966.83,31.26
1197,Cash,8462.04,53.73
1199,Debit Card,1482.18,22.07
1203,Credit Card,7066.9400000000005,45.81
1205,Debit Card,1729.21,0.0
1208,Debit Card,844.83,0.0
1210,Paypal,9189.39,31.5
1211,Cash,3130.35,108.88
1212,Paypal,6758.64,45.67
1215,Paypal,14724.18,154.93
1216,Cash,2373.57,60.11
1217,Cash,7256.64,194.24
1218,Debit Card,2534.49,39.54
1220,Credit Card,8635.05,120.94
1222,Credit Card,8448.3,71.08
1223,Cash,166.0,0.0
1224,Cash,9494.279999999999,133.05
1226,Debit Card,4639.599999999999,38.07
1227,Debit Card,1582.38,70.87
1228,Paypal,5538.33,25.66
1229,Credit Card,494.06,0.0
1232,Cash,4747.14,12.25
1234,Credit Card,12672.449999999999,57.209999999999994
1235,Credit Card,103.75,37.79
1236,Debit Card,6516.27,36.620000000000005
1237,Paypal,1976.24,201.82
1244,Cash,11804.1,205.20999999999998
1245,Debit Card,5913.81,0.0
1246,Paypal,494.06,0.0
1247,Paypal,4893.97,42.34
1248,Paypal,4515.0199999999995,135.63
1250,Paypal,5438.13,90.68
1251,Cash,4175.64,75.04
1252,Credit Card,7911.9,27.99
1253,Paypal,12980.88,79.98
1254,Credit Card,2223.27,75.85
1255,Paypal,311.25,80.62
1256,Paypal,3164.76,92.17
1257,Credit Card,124.5,84.68
1258,Cash,988.12,94.38
1261,Credit Card,791.19,26.35
1262,Credit Card,3955.95,121.05
1263,Cash,11827.619999999999,54.86
1264,Cash,186.75,0.0
1265,Debit Card,9453.630000000001,121.0
1266,Debit Card,791.19,0.0
1267,Debit Card,1729.21,0.0
1268,Cash,13195.44,14.76
1269,Paypal,186.75,96.66
1271,Cash,7005.67,24.46
1272,Debit Card,2470.3,40.76
1276,Debit Card,2964.36,148.79
1277,Debit Card,3626.3500000000004,122.75
1278,Credit Card,6876.3099999999995,146.36
1280,Debit Card,6883.14,23.94
1283,Debit Card,186.75,102.23
1286,Debit Card,8875.44,252.21
1287,Cash,8299.720000000001,80.21
1288,Paypal,7911.9,8.99
1290,Debit Card,3711.68,63.37
1292,Paypal,7187.34,174.81
1293,Paypal,4747.14,57.53
1294,Cash,3711.68,16.04
1295,Debit Card,4747.14,0.0
1296,Cash,6903.89,19.74
1298,Credit Card,1729.21,76.31
1299,Credit Card,7911.9,53.4
1300,Cash,166.0,86.54
1301,Paypal,2373.57,116.47
1302,Debit Card,145.25,95.51
1303,Paypal,2560.32,95.66
1304,Debit Card,741.09,0.0
1305,Credit Card,9078.57,108.03
1306,Paypal,5976.06,83.32
1307,Cash,2410.1,109.43
1308,Paypal,1391.88,41.62
1309,Credit Card,7852.74,177.41
1310,Debit Card,11296.35,55.81
1311,Credit Card,2534.49,100.29
1312,Debit Card,83.0,118.23
1313,Paypal,6476.35,72.50999999999999
1314,Cash,3372.22,27.93
1315,Paypal,9635.740000000002,47.9
1316,Paypal,9228.939999999999,38.84
1317,Credit Card,1814.16,86.47999999999999
1318,Paypal,2470.3,0.0
1320,Credit Card,5913.81,16.4
1321,Paypal,7890.05,140.04000000000002
1324,Cash,4639.6,0.0
1326,Debit Card,6758.64,0.0
1327,Paypal,2072.69,158.93
1328,Paypal,3711.68,0.0
1329,Debit Card,2373.57,20.49
1331,Credit Card,4224.15,76.41
1333,Cash,8384.11,94.43
1335,Credit Card,10570.89,155.14999999999998
1337,Paypal,1627.43,73.27000000000001
1340,Debit Card,6181.98,61.57
1341,Paypal,145.25,20.09
1342,Debit Card,18855.89,137.24
1344,Debit Card,2783.76,30.62
1347,Credit Card,4681.1,0.0
1348,Cash,7471.87,156.73
1349,Credit Card,5538.33,81.26
1350,Cash,5913.81,0.0
1351,Credit Card,463.96,6.96
1352,Credit Card,5584.96,188.19
1353,Cash,10339.11,221.82
1354,Paypal,2319.8,56.83
1355,Credit Card,5657.820000000001,173.26999999999998
1356,Credit Card,8448.3,51.48
1357,Paypal,145.25,0.0
1358,Paypal,741.09,32.67
1359,Credit Card,1659.58,161.03
1362,Paypal,7603.47,41.47
1363,Credit Card,20.75,15.89
1364,Paypal,2638.24,0.0
1365,Cash,7911.9,0.0
1368,Paypal,2929.0099999999998,99.13
1369,Credit Card,7120.71,0.0
1372,Cash,2415.07,45.370000000000005
1374,Debit Card,6495.52,18.05
1375,Cash,2783.76,84.06
1378,Paypal,7286.71,119.44
1379,Debit Card,3711.68,54.56
1381,Credit Card,83.0,0.0
1382,Credit Card,3247.72,47.13
1383,Paypal,1689.66,0.0
1385,Debit Card,2373.57,29.62
1387,Debit Card,741.09,131.11
1388,Cash,1235.15,117.86
1389,Credit Card,13095.24,49.96
1390,Paypal,1523.68,78.25
1393,Debit Card,145.25,39.44
1395,Debit Card,3247.72,0.0
1396,Cash,844.83,6.26
1398,Debit Card,7911.9,68.22
1399,Paypal,6398.52,117.82000000000001
1400,Cash,3368.12,72.55
1401,Debit Card,7091.0,241.29
1402,Cash,4800.78,197.68
1403,Credit Card,6597.719999999999,0.0
1404,Credit Card,247.03,83.72
1405,Paypal,1235.15,91.72
1406,Cash,1482.18,0.0
1408,Debit Card,228.25,0.0
1409,Debit Card,4059.7,80.17
1411,Paypal,4101.2,18.6
1416,Paypal,13517.28,26.79
1419,Credit Card,124.5,76.59
1420,Paypal,6329.52,0.0
1421,Cash,1729.21,95.27
1422,Cash,16687.3,150.86
1423,Cash,5602.59,115.0
1424,Paypal,3711.68,10.21
1425,Debit Card,4669.700000000001,71.42
1427,Debit Card,41.5,23.67
1428,Credit Card,3164.76,5.49
1429,Paypal,1689.66,43.47
1430,Debit Card,1482.18,49.57
1431,Credit Card,8877.53,81.0
1433,Cash,2783.76,82.23
1434,Cash,62.25,101.96
1435,Paypal,844.83,32.97
1436,Debit Card,10368.43,148.56
1442,Paypal,741.09,95.72
1443,Cash,2059.24,67.62
1445,Paypal,4747.14,70.84
1447,Paypal,15394.39,210.32999999999998
1448,Cash,741.09,57.17
1449,Credit Card,1582.38,81.81
1450,Cash,988.12,65.39
1451,Paypal,1719.1100000000001,126.42
1454,Paypal,11779.11,11.82
1455,Cash,8015.65,172.05
1456,Cash,791.19,25.03
1457,Debit Card,2427.21,79.84
1458,Credit Card,3958.71,78.56
1460,Debit Card,5131.23,153.72
1461,Credit Card,13879.35,0.0
1462,Credit Card,4142.7,143.68
1463,Cash,741.09,36.67
1464,Cash,5538.33,34.37
1465,Cash,8652.99,150.43
1466,Paypal,9113.150000000001,137.54
1467,Debit Card,7603.47,48.47
1469,Debit Card,1855.84,53.4
1470,Debit Card,3379.32,39.32
1473,Cash,1917.91,64.2
1475,Credit Card,1391.88,99.59
1476,Cash,2319.8,51.56
1477,Credit Card,2470.3,121.16
1478,Debit Card,6426.25,148.04000000000002
1480,Debit Card,15515.369999999999,11.05
1481,Credit Card,9683.449999999999,81.89
1482,Paypal,394.25,89.17
1483,Debit Card,4535.49,209.1
1484,Credit Card,3711.68,0.0
1486,Debit Card,10119.16,81.25999999999999
1488,Credit Card,3164.76,48.23
1489,Credit Card,741.09,69.42
1490,Credit Card,6329.52,26.58
1492,Debit Card,2223.27,32.14
1494,Paypal,3227.01,37.49
1495,Credit Card,11820.52,74.53
1497,Paypal,2319.7999999999997,123.44
1499,Cash,17462.68,165.41
1501,Cash,247.03,0.0
1502,Credit Card,3368.12,105.01
1504,Paypal,3247.72,51.66
1507,Paypal,463.96,60.14
1509,Debit Card,741.09,16.27
1511,Paypal,4639.599999999999,191.87
1512,Debit Card,6573.08,299.78
1514,Credit Card,1749.96,37.86
1515,Debit Card,791.19,60.98
1516,Cash,3438.2200000000003,145.34
1517,Credit Card,7911.9,0.0
1518,Debit Card,9767.74,71.4
1520,Credit Card,1976.24,22.35
1523,Cash,5934.95,110.6
1524,Debit Card,2470.3,80.38
1526,Debit Card,2319.8,35.95
1528,Paypal,7603.47,70.13
1535,Debit Card,5662.83,64.56
1536,Paypal,6412.48,65.71
1537,Debit Card,741.09,0.0
1538,Debit Card,228.25,167.76
1539,Paypal,13995.240000000002,12.26
1540,Cash,494.06,40.05
1541,Debit Card,2319.8,56.06
1543,Cash,1976.24,0.0
1545,Cash,3247.72,63.7
1546,Debit Card,7174.35,65.19
1549,Credit Card,41.5,13.96
1551,Cash,41.5,35.04
1553,Cash,20.75,48.62
1554,Cash,7603.47,76.43
1555,Credit Card,463.96,55.41
1556,Credit Card,741.09,42.87
1558,Paypal,3711.68,48.25
1559,Paypal,5331.81,79.11
1561,Credit Card,1391.8799999999999,120.47
1562,Credit Card,4224.15,109.76
1566,Credit Card,11740.310000000001,135.0
1568,Credit Card,6204.4,129.56
1570,Credit Card,3247.72,90.36
1571,Cash,3667.8500000000004,38.35
1574,Credit Card,8780.66,67.21
1576,Paypal,1976.24,85.81
1577,Cash,2700.49,55.55
1578,Paypal,19203.12,39.35
1579,Cash,988.12,0.0
1581,Debit Card,4224.15,56.45
1584,Paypal,5538.33,80.84
1585,Credit Card,12583.55,99.6
1586,Cash,124.5,0.0
1587,Paypal,11502.470000000001,99.43
1589,Credit Card,3753.18,56.16
1590,Cash,8614.3,88.92
1591,Cash,927.84,18.56
1592,Paypal,6959.400000000001,49.61
1593,Debit Card,2534.49,41.4
1595,Cash,2223.27,0.0
1597,Paypal,7148.960000000001,150.91
1599,Debit Card,2534.49,101.22
1601,Debit Card,5806.53,0.0
1602,Credit Card,2223.27,36.33
1603,Debit Card,741.09,122.22
1605,Credit Card,5068.98,45.53
1606,Cash,7471.869999999999,72.09
1610,Cash,247.03,0.0
1611,Credit Card,650.71,97.84
1613,Cash,1235.15,21.29
1616,Credit Card,12635.25,310.09000000000003
1617,Cash,83.0,44.75
1618,Credit Card,9113.28,25.61
1619,Cash,2373.57,74.07
1621,Cash,166.0,122.67000000000002
1622,Debit Card,12404.25,190.04000000000002
1624,Paypal,4747.14,0.0
1626,Credit Card,5068.98,0.0
1628,Credit Card,20.75,0.0
1630,Paypal,463.96,27.6
1631,Paypal,5913.81,52.01
1632,Paypal,290.5,86.88
1633,Debit Card,4279.39,94.77
1634,Credit Card,247.03,72.97
1635,Debit Card,1636.02,118.95
1636,Credit Card,311.25,58.57
1637,Debit Card,1669.01,26.45
1638,Cash,5913.81,23.67
1639,Cash,166.0,40.33
1640,Credit Card,8448.3,60.39
1641,Credit Card,20.75,26.38
1642,Credit Card,1582.38,70.66
1643,Credit Card,927.92,0.0
1644,Debit Card,8159.78,151.81
1645,Cash,20.75,0.0
1647,Cash,5538.33,85.52
1649,Paypal,3379.32,41.54
1650,Credit Card,41.5,89.39
1651,Paypal,494.06,22.12
1652,Paypal,62.25,7.36
1654,Paypal,7603.47,68.59
1656,Paypal,247.03,42.17
1657,Cash,9733.55,201.49
1658,Credit Card,5068.98,0.0
1660,Debit Card,4747.14,0.0
1661,Cash,784.56,84.43
1662,Credit Card,1606.68,0.0
1663,Paypal,844.83,0.0
1664,Credit Card,4913.969999999999,94.61
1667,Debit Card,6758.639999999999,84.02
1668,Credit Card,1729.21,15.14
1669,Credit Card,7665.72,167.6
1670,Cash,20.75,110.07
1671,Cash,11138.91,129.59
1672,Credit Card,6059.15,59.67
1673,Credit Card,6577.07,161.78
1674,Cash,8098.650000000001,76.89
1676,Cash,145.25,0.0
1677,Paypal,7442.549999999999,49.9
1678,Debit Card,7974.15,70.97999999999999
1681,Cash,1582.38,64.88
1682,Credit Card,3379.32,0.0
1683,Cash,752.49,0.0
1684,Cash,1876.59,116.03
1686,Credit Card,1582.38,87.37
1688,Debit Card,1689.66,6.25
1689,Paypal,7911.9,31.67
1690,Debit Card,1789.88,13.79
1691,Debit Card,7109.42,79.12
1693,Debit Card,1421.98,22.34
1694,Cash,2783.76,60.57
1695,Debit Card,7307.46,33.58
1696,Debit Card,2867.63,108.82
1697,Debit Card,2410.1,165.01999999999998
1698,Paypal,247.03,16.73
1699,Debit Card,7721.14,205.03
1700,Debit Card,1689.66,0.0
1701,Credit Card,6329.52,101.53
1702,Cash,2183.74,52.54
1703,Debit Card,1976.24,68.72
1704,Cash,62.25,14.64
1705,Debit Card,988.12,43.8
1706,Credit Card,6758.64,42.62
1709,Cash,927.92,29.73
1710,Credit Card,4747.14,0.0
1711,Debit Card,7307.46,97.34
1712,Cash,1482.18,126.64
1713,Debit Card,8614.3,133.09
1714,Paypal,494.06,61.8
1715,Credit Card,5068.98,28.85
1718,Cash,4738.96,160.07
1719,Cash,83.0,0.0
1720,Debit Card,7120.71,0.0
1721,Paypal,5602.59,142.24
1723,Paypal,2534.49,44.83
1724,Credit Card,1689.66,49.33
1725,Debit Card,4296.04,213.04
1726,Cash,8981.91,143.96
1727,Debit Card,7761.6,70.36
1728,Cash,5602.59,7.16
1729,Debit Card,4224.15,35.52
1731,Credit Card,639.31,193.60000000000002
1732,Paypal,5068.98,0.0
1734,Paypal,3832.08,128.53
1735,Paypal,4102.780000000001,32.89
1736,Paypal,2783.76,45.48
1738,Paypal,824.09,200.26999999999998
1739,Cash,12980.88,105.92
1742,Paypal,3379.32,0.0
1744,Credit Card,1689.76,226.89999999999998
1745,Credit Card,6162.99,207.0
1746,Debit Card,7911.9,33.76
1748,Credit Card,4063.2300000000005,112.63
1749,Paypal,4224.15,71.06
1751,Paypal,186.75,0.0
1752,Debit Card,988.12,39.29
1753,Paypal,7120.71,0.0
1754,Cash,4747.14,85.73
1755,Debit Card,3711.68,56.23
1756,Paypal,20.75,38.86
1758,Paypal,3247.72,15.95
1759,Paypal,3247.76,181.57
1760,Credit Card,2781.52,67.4
1761,Paypal,2470.3,41.5
1766,Paypal,11291.22,70.07
1768,Credit Card,145.25,68.28
1769,Credit Card,8448.3,59.83
1770,Debit Card,9239.49,18.8
1771,Credit Card,3984.63,196.67000000000002
1772,Cash,4639.6,47.57
1773,Credit Card,588.46,55.75
1774,Credit Card,12659.04,188.81
1775,Cash,247.03,50.09
1776,Paypal,9054.29,66.68
1778,Debit Card,2534.49,0.0
1779,Paypal,3997.45,35.7
1781,Debit Card,247.03,43.89
1783,Credit Card,7721.400000000001,54.8
1784,Cash,7603.469999999999,163.23000000000002
1785,Paypal,7603.47,110.23
1787,Cash,20.75,8.87
1788,Cash,1832.96,98.64
1789,Paypal,988.12,0.0
1790,Cash,2783.76,0.0
1792,Cash,12047.54,60.019999999999996
1794,Credit Card,13141.8,78.72
1795,Paypal,3711.68,0.0
1797,Debit Card,1421.98,74.03
1798,Credit Card,5642.08,61.66
1799,Credit Card,4286.4,46.49
1800,Paypal,207.5,29.8
1801,Credit Card,3247.76,72.53
1803,Cash,166.0,0.0
1806,Credit Card,567.71,0.0
1807,Cash,1482.18,86.84
1808,Debit Card,7286.71,111.85
1809,Credit Card,927.92,67.56
1810,Credit Card,62.25,25.72
1811,Credit Card,6200.389999999999,65.56
1813,Paypal,3413.72,0.0
1815,Cash,494.06,72.05
1817,Debit Card,8631.140000000001,91.23
1819,Debit Card,3330.7200000000003,59.61
1821,Cash,1855.84,0.0
1822,Debit Card,1976.24,0.0
1823,Paypal,103.75,0.0
1824,Paypal,8531.39,33.07
1828,Debit Card,8448.3,0.0
1829,Credit Card,14683.27,153.54
1830,Debit Card,4747.14,28.84
1834,Paypal,3379.32,44.28
1836,Debit Card,3247.72,58.28
1837,Paypal,2783.76,0.0
1838,Debit Card,21965.58,71.87
1840,Credit Card,2534.4900000000002,83.67
1844,Paypal,4639.6,57.73
1845,Credit Card,2319.8,79.78
1846,Paypal,5401.34,25.44
1847,Credit Card,2223.27,0.0
1849,Cash,1091.87,61.31999999999999
1851,Credit Card,4175.64,48.87
1853,Cash,8448.3,118.94
1856,Paypal,1482.18,74.99
1858,Cash,865.58,65.38
1860,Credit Card,4296.04,152.37
1861,Debit Card,927.92,62.63
1863,Paypal,103.75,78.88
1864,Credit Card,1391.88,0.0
1866,Cash,7603.47,63.5
1868,Credit Card,4224.15,31.43
1869,Debit Card,166.0,0.0
1873,Credit Card,5538.33,0.0
1876,Paypal,4175.64,40.21
1877,Credit Card,20.75,39.38
1878,Credit Card,494.06,83.53
1879,Debit Card,12987.960000000001,24.42
1880,Debit Card,12659.04,118.22999999999999
1882,Credit Card,269.75,177.16
1883,Paypal,5294.0599999999995,66.67
1884,Cash,8344.56,83.75
1885,Cash,1582.38,37.93
1886,Paypal,844.83,0.0
1887,Cash,7624.710000000001,98.13999999999999
1888,Cash,1769.13,126.44999999999999
1889,Debit Card,5090.900000000001,79.17
1890,Debit Card,957.19,192.52
1891,Debit Card,7120.71,58.16
1892,Cash,186.75,41.6
1893,Cash,145.25,56.2
1894,Paypal,4639.6,33.6
1899,Debit Card,83.0,100.77
1900,Credit Card,83.0,49.48
1901,Debit Card,11505.78,0.0
1903,Debit Card,2410.1,157.0
1904,Debit Card,4092.6800000000003,80.65
1905,Cash,4224.15,93.04
1907,Paypal,7769.47,92.45
1908,Paypal,3247.72,0.0
1909,Cash,1391.88,54.21
1910,Debit Card,1855.84,0.0
1911,Paypal,4175.64,94.47
1914,Cash,2470.3,0.0
1915,Cash,1769.13,20.7
1916,Credit Card,4514.65,160.65999999999997
1917,Debit Card,15075.34,82.63
1918,Debit Card,1599.38,130.88
1921,Cash,16609.47,18.11
1922,Cash,3164.76,0.0
1924,Paypal,7748.72,107.35
1925,Debit Card,7471.869999999999,157.36
1927,Paypal,7120.71,0.0
1928,Paypal,62.25,78.32
1929,Paypal,3379.32,5.55
1931,Credit Card,3164.76,71.3
1934,Credit Card,5141.0,181.15
1936,Paypal,17001.09,165.52
1937,Paypal,2373.57,72.27
1938,Debit Card,2430.77,123.00999999999999
1939,Paypal,5832.54,123.13
1941,Cash,10500.42,20.98
1942,Paypal,1976.24,80.78
1943,Paypal,3164.76,67.23
1944,Paypal,2026.3400000000001,174.11
1945,Cash,4650.48,70.93
1946,Cash,7120.71,0.0
1948,Paypal,6079.81,73.89
1949,Credit Card,6758.64,20.05
1950,Paypal,1235.15,43.58
1951,Paypal,4224.15,95.7
1956,Cash,5538.33,73.56
1957,Credit Card,145.25,36.22
1958,Debit Card,6329.52,0.0
1962,Paypal,2470.3,30.8
1964,Paypal,8233.74,41.16
1965,Cash,1401.15,90.09
1966,Cash,3268.51,166.96
1967,Cash,6329.52,89.28
1968,Paypal,392.28,71.51
1970,Paypal,5538.33,147.26
1971,Debit Card,3955.95,0.0
1972,Paypal,7603.47,108.74
1974,Paypal,8048.63,0.0
1975,Cash,2373.57,39.64
1976,Credit Card,7603.47,0.0
1977,Credit Card,791.19,43.61
1978,Debit Card,1855.84,49.35
1979,Debit Card,844.83,35.34
1980,Credit Card,2783.76,80.75
1981,Cash,3247.72,53.02
1982,Credit Card,2026.3400000000001,118.28999999999999
1983,Cash,1729.21,87.7
1985,Paypal,15032.61,70.50999999999999
1987,Cash,2373.57,16.46
1988,Debit Card,9850.7,184.1
1989,Debit Card,6383.16,23.43
1991,Paypal,1689.66,19.17
1994,Paypal,7603.47,33.66
1995,Credit Card,4546.74,140.05
1996,Cash,124.5,48.24
1997,Paypal,11317.1,70.23
1998,Credit Card,1582.38,26.4
1999,Cash,3151.11,166.39000000000001
2000,Debit Card,3379.32,30.05
2001,Cash,988.12,0.0
2003,Paypal,8018.92,151.36
2005,Debit Card,9189.39,103.53999999999999
2007,Paypal,3711.68,0.0
2010,Paypal,7091.0,119.5
2012,Paypal,2596.93,83.26
2013,Debit Card,16794.45,158.73
2014,Debit Card,124.5,45.3
2015,Cash,4175.64,54.59
2017,Cash,4940.6,44.45
2018,Paypal,2373.57,19.89
2020,Cash,8067.43,116.73
2021,Debit Card,5068.98,91.77
2022,Cash,12296.970000000001,39.81
2025,Cash,6362.38,206.42000000000002
2026,Credit Card,166.0,34.08
2027,Cash,3832.08,122.97
2029,Credit Card,5806.53,77.94999999999999
2030,Paypal,12817.72,225.99
2031,Cash,247.03,0.0
2033,Credit Card,6329.52,65.44
2035,Credit Card,3272.04,119.52
2036,Cash,8209.55,211.57
2037,Cash,4349.81,51.14
2039,Paypal,13932.990000000002,136.12
2041,Debit Card,3379.32,0.0
2042,Cash,2689.28,113.3
2047,Paypal,2783.76,68.01
2048,Credit Card,4639.6,12.78
2050,Cash,5068.98,61.87
2052,Credit Card,20.75,130.88
2053,Cash,9767.74,135.2
2054,Debit Card,4224.15,69.38
2055,Debit Card,12243.07,107.86
2056,Paypal,103.75,88.0
2058,Credit Card,2223.27,28.05
2059,Paypal,207.5,0.0
2060,Cash,3771.88,65.57000000000001
2061,Credit Card,3711.68,48.04
2063,Paypal,2373.57,54.23
2065,Paypal,103.75,102.99
2069,Debit Card,1391.88,55.81
2070,Debit Card,8316.699999999999,94.7
2071,Cash,5089.73,104.35999999999999
2072,Cash,7686.47,92.35000000000001
2073,Debit Card,6329.52,62.2
2074,Cash,17573.5,279.61
2075,Credit Card,7120.71,112.63
2076,Debit Card,1976.24,33.49
2077,Credit Card,12551.5,202.97
2078,Cash,4854.29,109.45
2080,Cash,7120.71,7.13
2081,Cash,5913.81,53.28
2082,Credit Card,145.25,0.0
2086,Debit Card,791.19,0.0
2087,Cash,4386.34,107.34
2088,Credit Card,2534.49,40.39
2090,Debit Card,9113.28,108.84
2091,Cash,5376.31,100.92999999999999
2092,Cash,5699.120000000001,109.88999999999999
2093,Cash,1582.38,54.31
2094,Cash,10285.470000000001,68.85
2099,Credit Card,41.5,0.0
2100,Cash,494.06,46.2
2101,Debit Card,844.83,34.46
2102,Debit Card,4747.14,68.0
2103,Credit Card,4747.14,47.08
2105,Paypal,2534.49,48.81
2106,Paypal,11350.12,98.72999999999999
2107,Debit Card,844.83,0.0
2108,Debit Card,20.75,22.88
2109,Credit Card,145.25,245.17000000000002
2110,Debit Card,5068.98,45.19
2112,Debit Card,7077.5599999999995,52.739999999999995
2113,Paypal,7120.71,28.64
2114,Paypal,62.25,60.48
2115,Debit Card,5913.8099999999995,5.81
2116,Cash,9598.029999999999,96.10999999999999
2117,Credit Card,3711.68,22.52
2119,Paypal,741.09,0.0
2120,Credit Card,6329.52,36.04
2121,Credit Card,249.0,161.07999999999998
2122,Credit Card,1235.15,16.38
2123,Paypal,3545.32,110.36
2124,Debit Card,494.06,110.69
2125,Cash,494.06,48.4
2126,Cash,3064.5600000000004,92.44
2128,Credit Card,1391.88,50.6
2129,Paypal,7603.47,44.85
2131,Cash,9085.65,119.63
2132,Credit Card,166.0,73.94
2134,Credit Card,4639.6,133.06
2135,Credit Card,5068.98,37.83
2136,Cash,7603.47,15.47
2138,Cash,2319.8,0.0
2139,Cash,311.25,46.9
2140,Debit Card,1729.21,72.68
2141,Debit Card,7911.9,0.0
2142,Credit Card,3458.42,51.75
2144,Debit Card,4639.6,76.25
2145,Paypal,3711.68,80.02
2147,Credit Card,3247.72,0.0
2148,Cash,2373.57,24.87
2150,Credit Card,2574.04,47.22
2152,Credit Card,7120.71,47.64
2153,Paypal,7911.9,86.46
2154,Credit Card,6758.64,0.0
2155,Credit Card,4224.15,108.68
2156,Paypal,13907.599999999999,16.45
2157,Debit Card,4341.64,111.66
2158,Credit Card,1648.18,54.43
2161,Debit Card,1689.66,60.46
2163,Debit Card,791.19,0.0
2164,Cash,8074.07,154.91
2165,Paypal,3711.68,129.62
